4	4	4	3	2	7	3	2	4	6	2.99	3.7	2	2	1	2	4.3	1	0	0	1
3	5	4	3	2	4	2	3	4	1	3.34	3.6	1	2	2	2	3	0	0	1	0
5	4	5	2	2	4	1	2	4	1	.	5.2	2	1	2	2	4.2	1	0	1	0
7	1	1	3	3	1	3	3	1	3	3.21	3.6	3	3	3	3	6.3	0	1	0	0
7	1	1	3	3	5	3	3	3	6	3.3	4.2	3	3	1	3	3.6	1	0	0	1
5	4	2	3	3	4	3	3	6	6	3.44	4.5	2	3	2	1	2.7	0	0	0	1
7	1	1	3	3	3	2	3	1	1	.	4.2	3	3	3	3	3.5	0	0	1	0
5	2	1	3	3	5	1	1	3	1	.	3.4	3	3	1	3	4.3	0	0	1	0
6	6	5	3	3	6	3	3	1	6	3.88	4.2	1	1	1	3	4.8	0	0	0	1
6	5	1	3	3	1	3	3	1	1	.	3.7	1	3	3	3	3.6	0	0	1	0
6	4	3	3	3	1	3	3	1	3	3.13	4.7	2	3	3	3	2.6	1	1	0	0
6	3	2	3	3	3	3	3	3	1	3.75	4.3	3	3	3	3	4.5	1	0	1	0
7	2	6	3	3	4	3	3	4	1	2.57	4.7	3	1	2	2	2.8	0	0	1	0
5	3	3	3	3	3	3	3	3	1	3.85	3.9	3	3	3	3	4.1	0	0	1	0
6	4	4	3	3	1	3	3	4	3	3.49	4.2	2	2	3	2	5.9	1	1	0	0
2	7	7	1	1	5	3	3	1	1	3.5	4.2	1	1	1	3	4.6	0	0	1	0
4	1	1	3	3	2	3	3	1	6	3.5	4.5	3	3	3	3	2.3	0	0	0	1
6	1	1	3	3	3	3	3	1	3	3.25	4.7	3	3	3	3	2.5	0	1	0	0
7	1	2	3	3	7	1	2	4	1	.	3.1	3	3	1	2	4.2	0	0	1	0
4	4	3	1	1	5	1	1	4	6	0	3.5	2	3	1	2	5.7	0	0	0	1
6	3	2	3	2	5	1	1	4	1	3.78	3.4	3	3	1	2	5.5	0	0	1	0
6	3	2	3	3	2	3	3	2	6	3.96	4.6	3	3	3	3	4.2	0	0	0	1
7	2	1	3	3	6	2	1	4	3	.	4.9	3	3	1	2	3.7	1	1	0	0
3	5	3	2	2	7	1	3	4	1	3.45	3.4	1	3	1	2	3.7	0	0	1	0
7	2	2	3	3	3	3	3	2	6	3.82	4.5	3	3	3	3	2.7	1	0	0	1
6	1	1	3	3	6	1	3	4	3	2.59	4.3	3	3	1	2	3.5	0	1	0	0
7	1	1	3	3	4	3	3	2	6	3.8	4	3	3	2	3	5.3	1	0	0	1
4	6	5	2	2	6	2	1	5	3	.	3.6	1	1	1	1	4.4	.	1	0	0
4	4	4	3	3	1	3	3	1	3	2.83	5.2	2	2	3	3	3.4	1	1	0	0
4	5	5	2	2	5	3	3	4	8	.	4.2	1	1	1	2	4.5	0	0	0	0
4	5	5	1	1	7	1	1	4	1	3.19	3.5	1	1	1	2	4.7	0	0	1	0
6	3	2	3	3	7	1	3	3	1	3.02	3.8	3	3	1	3	2.8	1	0	1	0
5	2	2	3	2	3	3	3	3	1	2.85	3.7	3	3	3	3	2.7	0	0	1	0
6	2	1	3	3	5	3	3	2	1	3.4	4.2	3	3	1	3	2.6	0	0	1	0
5	3	2	3	3	3	3	3	3	1	.	4.3	3	3	3	3	5.2	0	0	1	0
6	2	1	3	3	7	3	3	4	6	2.81	4.6	3	3	1	2	2.4	0	0	0	1
5	5	5	3	3	6	2	1	5	1	2.92	4.7	1	1	1	1	4.1	1	0	1	0
6	1	1	3	3	5	3	3	4	3	3.5	4.8	3	3	1	2	3.6	0	1	0	0
6	2	4	3	3	5	1	3	5	3	2.6	4	3	2	1	1	3.9	1	1	0	0
7	4	1	3	3	5	2	3	2	6	3.11	4.8	2	3	1	3	2	0	0	0	1
6	4	2	3	3	5	2	2	4	6	3.7	3.6	2	3	1	2	3.9	0	0	0	1
7	1	1	3	3	1	3	3	1	1	3.52	5.2	3	3	3	3	2.7	1	0	1	0
6	4	1	3	3	1	3	3	1	3	.	4.8	2	3	3	3	4.1	0	1	0	0
5	2	2	3	3	5	2	3	3	1	.	4.6	3	3	1	3	2.2	0	0	1	0
6	2	2	3	3	5	1	2	5	1	2.64	4	3	3	1	1	2.3	0	0	1	0
6	4	4	3	3	5	3	1	1	1	.	4.1	2	2	1	3	4.5	1	0	1	0
7	1	1	3	3	5	3	3	2	6	.	4.2	3	3	1	3	3	0	0	0	1
6	2	2	3	3	5	3	3	4	6	3.98	4.1	3	3	1	2	3.9	0	0	0	1
4	5	5	1	2	7	1	3	6	3	.	3.7	1	1	1	1	4.1	1	1	0	0
4	6	6	2	2	7	1	2	4	1	2.76	3.8	1	1	1	2	5.5	0	0	1	0
6	1	1	3	3	3	3	2	1	1	.	4.7	3	3	3	3	2.5	0	0	1	0
7	1	1	3	3	5	2	2	2	8	.	4.1	3	3	1	3	4.7	0	0	0	0
7	3	3	3	3	1	3	3	1	3	3.91	4.9	3	3	3	3	2.1	0	1	0	0
1	5	1	3	3	6	1	3	3	6	.	4.4	1	3	1	3	5.6	0	0	0	1
7	1	1	3	3	5	2	2	4	6	.	3.5	3	3	1	2	5	1	0	0	1
6	1	2	3	3	7	3	1	7	1	.	3.4	3	3	1	1	5.7	0	0	1	0
6	1	1	3	3	5	3	3	4	1	3.4	4.9	3	3	1	2	4.4	0	0	1	0
2	7	7	1	2	7	1	3	7	6	2.46	3.9	1	1	1	1	5.7	0	0	0	1
6	3	3	3	3	6	2	1	2	8	.	3.9	3	3	1	3	4.4	0	0	0	0
6	2	2	3	2	5	2	1	3	6	2.99	3.8	3	3	1	3	3.3	0	0	0	1
7	1	1	3	2	5	3	3	2	1	.	4.4	3	3	1	3	2.3	1	0	1	0
6	3	3	3	3	3	3	3	2	3	3.53	4.4	3	3	3	3	3.8	0	1	0	0
7	1	1	3	3	1	3	3	1	6	3.34	4.6	3	3	3	3	3.7	0	0	0	1
5	5	4	3	1	6	1	1	5	1	.	4.4	1	2	1	1	4.4	0	0	1	0
5	3	2	3	3	7	2	1	7	6	3.65	4	3	3	1	1	5.6	0	0	0	1
6	1	1	3	3	2	3	3	1	6	.	4.7	3	3	3	3	3	0	0	0	1
5	5	4	3	3	2	3	3	6	8	4	4.4	1	2	3	1	2.6	0	0	0	0
6	1	1	3	3	6	2	3	1	1	.	3.6	3	3	1	3	4.9	0	0	1	0
4	4	3	3	3	2	3	3	2	6	.	3.3	2	3	3	3	4.2	0	0	0	1
7	1	1	3	3	5	2	2	5	3	2.5	4.8	3	3	1	1	3.8	0	1	0	0
7	1	1	3	3	5	3	1	1	1	.	4.4	3	3	1	3	4.9	0	0	1	0
4	4	3	3	3	4	3	3	3	1	3.89	4.2	2	3	2	3	3	0	0	1	0
7	1	3	3	3	6	2	3	6	3	3.4	4.1	3	3	1	1	5	1	1	0	0
6	3	2	3	3	6	1	1	5	3	3.1	4.2	3	3	1	1	4.3	0	1	0	0
5	3	3	3	2	5	2	2	3	6	3.89	3.7	3	3	1	3	4.8	0	0	0	1
6	2	1	3	3	2	3	3	2	6	.	4.9	3	3	3	3	2.8	0	0	0	1
6	2	2	3	3	5	3	2	5	6	3.39	4.1	3	3	1	1	3.7	0	0	0	1
7	1	1	3	3	1	3	3	1	2	.	4.6	3	3	3	3	2.4	0	0	0	0
7	2	2	3	3	2	3	3	1	6	.	4.4	3	3	3	3	4.5	0	0	0	1
7	1	1	3	3	1	3	3	1	8	2.98	3.7	3	3	3	3	2	0	0	0	0
4	4	5	3	3	6	1	3	6	1	.	3.9	2	1	1	1	5	0	0	1	0
7	1	2	3	3	5	2	1	2	8	3.45	4.2	3	3	1	3	4.3	1	0	0	0
6	2	2	3	3	5	3	3	3	1	.	4.7	3	3	1	3	3	0	0	1	0
5	5	4	3	2	1	3	3	1	6	.	4.1	1	2	3	3	5.2	0	0	0	1
7	1	1	3	3	1	3	3	1	3	3.57	4.4	3	3	3	3	2.9	0	1	0	0
5	4	3	2	3	4	3	1	3	1	3.34	4.6	2	3	2	3	3.4	0	0	1	0
7	1	1	3	3	2	3	3	1	3	2.6	4.6	3	3	3	3	2.5	0	1	0	0
5	3	5	3	3	6	1	3	5	3	2.88	3.6	3	1	1	1	4	1	1	0	0
7	1	1	3	3	1	3	3	1	6	3.92	4.6	3	3	3	3	2.1	0	0	0	1
4	7	6	3	1	3	3	3	4	3	3.62	3.1	1	1	3	2	3	1	1	0	0
6	2	1	3	3	7	1	3	4	3	.	3.9	3	3	1	2	3.1	.	1	0	0
6	2	2	3	3	2	3	3	2	6	.	4.7	3	3	3	3	2.3	0	0	0	1
6	5	2	3	3	2	3	3	2	1	2.11	3.7	1	3	3	3	3.2	1	0	1	0
5	2	2	3	2	1	3	3	2	1	3.82	4.2	3	3	3	3	2.2	0	0	1	0
6	2	1	3	3	5	1	1	4	6	2.87	3.2	3	3	1	2	4	0	0	0	1
7	2	1	3	3	6	1	3	3	6	3.56	3.3	3	3	1	3	5.2	0	0	0	1
4	7	7	2	2	5	2	2	4	3	.	3.7	1	1	1	2	4.5	1	1	0	0
5	5	2	3	2	6	1	2	2	6	.	4.1	1	3	1	3	5.4	0	0	0	1
5	3	3	3	3	5	2	2	4	3	3.05	4.2	3	3	1	2	3.9	1	1	0	0
6	1	2	3	3	6	3	3	2	1	.	4.5	3	3	1	3	3.5	0	0	1	0
6	2	2	3	3	3	3	3	2	6	3.3	4.1	3	3	3	3	2.8	0	0	0	1
7	3	3	3	2	5	2	3	3	6	2.4	4.5	3	3	1	3	4.4	0	0	0	1
6	2	2	3	3	2	3	3	2	1	3.15	3.8	3	3	3	3	2.8	0	0	1	0
7	4	4	3	3	7	1	3	7	3	2.94	4.6	2	2	1	1	4.6	0	1	0	0
4	5	5	1	2	4	3	3	3	1	.	4.3	1	1	2	3	4.1	0	0	1	0
6	2	2	3	3	2	3	1	1	8	.	4.2	3	3	3	3	2.8	0	0	0	0
4	3	4	2	2	3	3	3	2	3	.	4.4	3	2	3	3	3.8	1	1	0	0
6	1	1	3	3	1	3	3	1	6	3.16	4.5	3	3	3	3	2.5	0	0	0	1
7	5	4	3	3	2	3	3	2	3	2.5	4.6	1	2	3	3	3.7	1	1	0	0
5	2	2	3	3	2	3	1	4	6	3.84	3.8	3	3	3	2	4.2	0	0	0	1
6	2	1	3	3	5	3	1	2	6	3.75	3.5	3	3	1	3	3.2	0	0	0	1
5	4	4	3	3	3	3	3	2	6	.	4.3	2	2	3	3	3.1	0	0	0	1
5	4	5	3	1	7	3	3	7	6	3.66	4.2	2	1	1	1	6.3	0	0	0	1
6	2	2	3	3	5	2	3	4	6	3.18	4	3	3	1	2	3.6	0	0	0	1
7	2	1	3	3	1	3	1	1	3	.	4.2	3	3	3	3	2	0	1	0	0
4	4	4	1	2	2	3	3	1	1	.	4.6	2	2	3	3	2.3	0	0	1	0
6	2	2	3	3	3	3	3	3	8	3.4	3.9	3	3	3	3	4.7	0	0	0	0
6	5	3	3	3	5	1	1	3	6	3.6	4.6	1	3	1	3	5.3	0	0	0	1
7	3	1	3	3	2	3	3	2	5	.	4.7	3	3	3	3	2.7	0	0	0	0
5	6	3	3	3	3	3	3	3	1	.	4.4	1	3	3	3	4.9	0	0	1	0
3	5	2	3	3	7	3	3	6	6	.	4.3	1	3	1	1	3.2	0	0	0	1
6	2	3	3	3	5	3	3	5	3	.	4.1	3	3	1	1	4.6	0	1	0	0
4	5	5	2	2	1	3	3	1	8	.	4.8	1	1	3	3	4.3	0	0	0	0
5	3	2	3	3	5	3	3	2	3	2.83	4.5	3	3	1	3	3.3	1	1	0	0
7	2	1	3	3	2	3	3	2	3	3.88	4.1	3	3	3	3	2.1	0	1	0	0
7	2	3	3	3	7	1	3	7	1	.	3.5	3	3	1	1	5.1	1	0	1	0
4	5	5	3	3	6	1	1	6	3	.	3.5	1	1	1	1	5.5	1	1	0	0
6	2	1	3	3	7	2	3	4	1	.	3.8	3	3	1	2	4.3	0	0	1	0
5	1	1	3	3	1	3	3	2	6	.	4.3	3	3	3	3	1.9	1	0	0	1
5	4	2	3	3	4	1	2	5	1	.	4	2	3	2	1	5.4	0	0	1	0
6	1	1	3	3	1	3	3	4	3	.	4	3	3	3	2	3.7	0	1	0	0
2	7	7	1	1	7	1	1	6	1	.	3.4	1	1	1	1	5	1	0	1	0
7	4	4	3	3	6	2	3	4	3	.	4.1	2	2	1	2	3.7	0	1	0	0
7	1	1	3	3	7	3	3	5	1	3.36	4.3	3	3	1	1	2.9	0	0	1	0
6	4	4	3	3	7	1	2	6	1	.	4	2	2	1	1	5	0	0	1	0
1	7	7	2	1	3	3	3	5	3	.	5.33333333333333	1	1	3	1	4	0	1	0	0
4	6	5	3	3	7	2	3	7	8	.	3.9	1	1	1	1	5	1	0	0	0
6	3	3	3	3	2	3	3	2	2	3.17	5	3	3	3	3	2.6	0	0	0	0
7	1	1	3	3	3	3	3	3	1	3.7	3.9	3	3	3	3	4.4	1	0	1	0
4	4	4	3	2	7	1	3	6	3	.	4.1	2	2	1	1	5.4	1	1	0	0
6	2	2	3	1	6	1	1	2	1	.	4.1	3	3	1	3	5.2	0	0	1	0
5	6	6	3	3	1	3	3	6	3	.	3.7	1	1	3	1	4.8	0	1	0	0
6	5	5	3	3	7	1	1	5	3	2.53	4.5	1	1	1	1	4.1	1	1	0	0
7	1	1	3	3	3	3	3	2	8	2.88	4.5	3	3	3	3	2.4	0	0	0	0
5	5	3	3	3	5	3	3	6	3	.	3.8	1	3	1	1	4.3	0	1	0	0
5	4	3	3	3	5	3	3	2	1	.	4.5	2	3	1	3	2.8	0	0	1	0
7	4	6	3	2	7	2	3	4	3	.	3.3	2	1	1	2	4.6	1	1	0	0
7	1	1	3	3	2	3	3	2	8	3.75	4.4	3	3	3	3	4.1	0	0	0	0
6	2	2	3	3	4	3	3	2	6	.	4.4	3	3	2	3	3	0	0	0	1
6	2	2	3	3	5	3	3	5	1	.	4.2	3	3	1	1	4.1	0	0	1	0
7	1	1	3	3	6	3	2	2	1	.	4.4	3	3	1	3	4.3	0	0	1	0
4	7	7	2	3	7	1	3	5	2	.	2.5	1	1	1	1	5.1	1	0	0	0
6	4	4	3	3	6	2	3	4	6	3.75	4.8	2	2	1	2	4.2	0	0	0	1
7	1	1	3	3	2	3	3	2	3	.	4.4	3	3	3	3	2.7	1	1	0	0
4	3	3	3	3	5	1	2	6	1	3.1	4.1	3	3	1	1	3.8	0	0	1	0
4	1	4	3	3	7	1	2	6	6	3.56	3.1	3	2	1	1	5.8	0	0	0	1
6	2	2	3	3	1	3	3	2	1	3	4.6	3	3	3	3	1.8	0	0	1	0
4	5	2	3	3	6	1	1	4	6	.	3.7	1	3	1	2	5.1	0	0	0	1
5	6	3	3	2	7	1	1	3	1	2.27	4.5	1	3	1	3	5.2	1	0	1	0
5	1	2	3	3	5	2	3	2	3	3.01	4.5	3	3	1	3	4.2	1	1	0	0
4	3	2	2	3	3	3	2	4	3	.	4.2	3	3	3	2	3.8	0	1	0	0
7	1	1	3	3	1	3	3	2	6	.	4.6	3	3	3	3	2	0	0	0	1
5	3	2	3	3	6	1	3	4	3	.	4.4	3	3	1	2	3.4	1	1	0	0
6	3	3	3	3	6	1	3	5	3	3.6	5	3	3	1	1	4.7	0	1	0	0
3	6	6	3	2	7	1	1	6	6	.	3.6	1	1	1	1	5.5	1	0	0	1
6	2	1	3	3	6	2	3	4	6	.	4.3	3	3	1	2	4.5	0	0	0	1
4	2	2	3	3	6	1	3	5	3	.	3.9	3	3	1	1	3.4	0	1	0	0
7	1	1	3	3	5	1	2	3	6	3.78	4.4	3	3	1	3	2.8	0	0	0	1
5	3	3	3	3	6	1	1	5	3	3.51	3.7	3	3	1	1	4.5	0	1	0	0
5	2	1	3	3	5	1	2	4	6	.	4.2	3	3	1	2	4.3	0	0	0	1
5	2	2	3	3	3	3	3	2	1	2.69	4.3	3	3	3	3	2.8	0	0	1	0
4	4	4	2	3	4	2	2	4	1	.	3.6	2	2	2	2	3.8	0	0	1	0
4	2	4	2	2	7	1	1	7	3	.	3.5	3	2	1	1	5.1	1	1	0	0
7	1	1	3	3	3	3	3	1	6	.	4	3	3	3	3	3.2	0	0	0	1
3	6	1	2	1	7	1	3	7	3	2.71	4	1	3	1	1	5.1	0	1	0	0
6	1	1	3	3	4	3	3	1	1	3.24	4.8	3	3	2	3	3.4	0	0	1	0
5	2	2	3	2	3	2	3	3	1	3.88	3.4	3	3	3	3	5.1	0	0	1	0
6	2	3	3	3	5	2	3	3	1	3.25	3.9	3	3	1	3	4.2	0	0	1	0
5	1	1	3	3	5	3	3	4	3	3.06	4.8	3	3	1	2	5.4	1	1	0	0
7	4	5	3	3	1	3	3	2	1	3.85	4.2	2	1	3	3	3.2	0	0	1	0
6	4	4	3	3	7	3	1	3	6	.	4.7	2	2	1	3	3.5	0	0	0	1
7	1	1	3	3	5	3	2	1	6	.	4.4	3	3	1	3	1.7	0	0	0	1
3	5	4	3	3	6	2	3	5	3	.	4.4	1	2	1	1	4	0	1	0	0
6	2	2	3	3	5	2	3	4	6	3.26	3.5	3	3	1	2	5.6	0	0	0	1
5	2	2	3	3	1	3	3	1	1	3.03	4.3	3	3	3	3	2.9	1	0	1	0
7	7	6	3	2	6	3	3	6	3	.	4.9	1	1	1	1	3.2	1	1	0	0
5	3	2	3	3	7	1	3	4	1	.	3.8	3	3	1	2	5.2	0	0	1	0
6	2	2	3	3	1	3	3	1	6	3.47	4.9	3	3	3	3	5	0	0	0	1
6	1	1	3	3	2	3	1	2	6	.	4.7	3	3	3	3	3.4	0	0	0	1
6	3	2	3	3	5	3	3	2	3	2.62	4.2	3	3	1	3	2.1	1	1	0	0
4	5	5	2	2	5	3	2	3	3	.	3.9	1	1	1	3	4.8	1	1	0	0
4	4	2	3	2	5	3	3	3	6	3.07	4.2	2	3	1	3	4	0	0	0	1
6	2	2	3	3	2	3	3	2	3	.	5.2	3	3	3	3	3.4	1	1	0	0
7	4	2	3	3	3	3	3	3	1	2.9	4.1	2	3	3	3	3.2	0	0	1	0
5	3	3	2	3	4	1	2	3	4	2.1	4.2	3	3	2	3	4.2	1	0	0	0
7	2	1	3	3	5	1	3	2	1	3.72	3.7	3	3	1	3	3.4	0	0	1	0
