0	132	0	3.4	4	0	1	2
0	1	0	4.9	3.3	0	1	2
1	182	0	4.4	4.1	0	0	3
0	165	0	4.6	2.5	0	0	1
1	1	0	4	3.8	0	0	1
1	178	0	4	4.4	0	0	1
0	1	1	3.9	3.4	1	0	1
0	1	0	4.7	3.2	0	1	1
0	1	0	4.1	4.2	0	0	3
0	188	1	3.8	3.6	1	0	3
1	1	0	4.1	4.4	0	0	1
1	1	0	3.9	2.9	0	0	3
0	1	0	4.3	2.5	0	1	4
0	1	0	3.6	4.4	0	1	1
0	1	0	4.4	3.8	0	1	1
0	1	1	4.6	1.5	1	0	1
0	1	0	4.5	4.9	0	0	1
0	1	0	4.3	3.4	0	1	3
0	135	0	4.3	4.4	1	0	4
1	105	0	4.3	5.4	0	0	1
0	1	1	3.9	5.2	1	0	3
0	1	0	4.5	3.3	0	1	3
0	1	0	4.2	5.6	0	1	4
0	59	1	4.6	4	1	0	1
1	179	0	3.8	3.7	0	0	3
0	1	0	4.1	3.8	0	1	3
0	1	0	3.9	4.8	0	1	4
0	1	0	3.5	4.5	0	0	3
0	1	0	3.9	3.4	0	1	3
1	1	0	4.6	3.9	0	0	2
0	1	1	4.2	5	1	0	3
0	1	0	5.1	3.9	0	1	1
0	186	0	3.7	4.6	0	1	1
1	175	0	4.4	2.1	0	0	1
0	1	1	4.2	3.4	0	1	2
0	1	1	4.6	4.7	1	0	3
0	1	0	4.4	4	0	0	1
1	1	0	4.6	2.1	0	0	1
0	1	0	3.6	5	0	1	3
0	1	0	4.5	4.4	1	0	2
0	135	0	4.1	3.6	0	0	2
1	194	0	4.5	3.4	0	0	1
1	180	0	4.4	2.5	0	0	1
0	70	0	3.9	6.3	0	0	4
0	196	1	4.1	5	1	0	3
1	163	0	3.3	2.8	0	0	3
0	115	0	3.8	3.3	1	0	1
1	164	0	4.7	2.9	0	0	1
0	181	1	4.7	3.5	0	1	1
1	173	0	4.2	3.2	0	0	1
0	137	1	3.7	4.5	1	0	4
0	99	0	4.1	2.6	1	0	2
1	95	0	4.5	3.8	0	0	3
0	122	1	3.9	4.5	1	0	4
0	158	0	3.9	4	0	1	3
0	26	1	4.6	2.3	1	0	1
0	168	0	3.5	5.5	0	1	2
0	103	0	4.6	2	0	0	1
0	1	0	4.3	3.6	1	0	2
0	142	0	4.7	6.2	1	0	1
0	109	1	4.6	1.7	1	0	1
1	110	0	3.5	5.6	0	0	3
1	114	1	3	5.1	0	0	2
0	64	0	3.4	6.3	0	1	3
1	1	0	3.8	2	0	0	1
0	87	1	4.5	3.6	1	0	1
0	184	0	4.3	4.3	0	0	3
1	89	0	4.3	2.9	0	0	1
0	189	1	4.5	2.3	1	0	4
0	57	1	4.5	5.1	1	0	3
0	190	0	3.4	3	1	0	3
1	169	0	4.6	2.2	0	0	1
0	125	0	3.4	4.4	0	1	4
0	53	0	3.9	5.3	0	1	4
0	85	1	4.7	3.8	0	1	2
0	75	1	4	5.2	1	0	2
0	54	0	4.1	3.6	1	0	3
1	87	0	4.6	4.4	0	0	4
0	65	0	3.3	3.8	0	1	3
0	68	0	4.1	4	1	0	1
0	40	1	3.7	4.3	1	0	4
0	197	1	3.7	3.7	0	1	3
0	140	0	3.4	5.3	0	1	3
0	16	1	4.4	5.5	1	0	3
0	125	0	3.4	4.2	0	1	2
0	1	1	3.8	4.8	1	0	3
0	197	0	4.1	3.9	0	0	1
0	87	0	3.9	5.8	1	0	2
999	197	0	3.9	5	999	999	4
0	45	1	4.2	2.8	0	1	3
0	194	0	4.3	2.5	0	1	1
0	167	0	4	3.3	0	1	2
0	194	0	4	3.1	0	0	2
0	1	0	3.4	4.6	1	0	3
0	194	0	3	4.6	0	1	2
1	135	0	4.2	4.7	0	0	3
0	194	0	4.2	3.6	0	1	2
0	56	0	3.7	4.4	1	0	3
0	196	0	3.8	3.4	1	0	3
0	5	1	4.4	3	1	0	3
0	36	1	3.4	5.3	0	0	2
1	194	0	4.5	4.9	0	0	3
1	115	0	3.8	3.7	0	0	2
1	82	1	3.7	4.3	0	0	2
0	119	0	3.6	3	0	1	2
0	192	1	5.2	4.2	0	1	2
0	106	0	3.6	6.3	1	0	1
1	115	1	4.2	3.6	0	0	1
1	129	0	4.5	2.7	0	0	3
0	194	0	4.2	3.5	0	1	1
0	192	0	3.4	4.3	0	1	3
1	167	0	4.2	4.8	0	0	2
0	194	0	3.7	3.6	0	1	1
0	98	1	4.7	2.6	1	0	1
0	157	1	4.3	4.5	0	1	1
0	42	0	4.7	2.8	0	1	2
0	165	0	3.9	4.1	0	1	1
0	132	1	4.2	5.9	1	0	2
0	133	0	4.2	4.6	0	1	2
1	133	0	4.5	2.3	0	0	1
0	110	0	4.7	2.5	1	0	1
0	1	0	3.1	4.2	0	1	3
1	2	0	3.5	5.7	0	0	4
0	159	0	3.4	5.5	0	1	3
1	175	0	4.6	4.2	0	0	1
0	1	1	4.9	3.7	1	0	3
0	130	0	3.4	3.7	0	1	4
1	163	1	4.5	2.7	0	0	1
0	44	0	4.3	3.5	1	0	3
1	161	1	4	5.3	0	0	1
0	199	999	3.6	4.4	1	0	4
0	67	1	5.2	3.4	1	0	2
0	192	0	4.2	4.5	0	0	2
0	104	0	3.5	4.7	0	1	4
0	87	1	3.8	2.8	0	1	3
0	69	0	3.7	2.7	0	1	1
0	125	0	4.2	2.6	0	1	1
0	1	0	4.3	5.2	0	1	1
