0	3.49	0	3.4	4	0	1	2
0	.	0	4.9	3.3	0	1	2
1	.	0	4.4	4.1	0	0	3
0	3.85	0	4.6	2.5	0	0	1
1	.	0	4	3.8	0	0	1
1	4	0	4	4.4	0	0	1
0	.	1	3.9	3.4	1	0	1
0	.	0	4.7	3.2	0	1	1
0	.	0	4.1	4.2	0	0	3
0	.	1	3.8	3.6	1	0	3
1	.	0	4.1	4.4	0	0	1
1	.	0	3.9	2.9	0	0	3
0	.	0	4.3	2.5	0	1	4
0	.	0	3.6	4.4	0	1	1
0	.	0	4.4	3.8	0	1	1
0	.	1	4.6	1.5	1	0	1
0	.	0	4.5	4.9	0	0	1
0	.	0	4.3	3.4	0	1	3
0	3.52	0	4.3	4.4	1	0	4
1	3.2	0	4.3	5.4	0	0	1
0	.	1	3.9	5.2	1	0	3
0	.	0	4.5	3.3	0	1	3
0	.	0	4.2	5.6	0	1	4
0	2.74	1	4.6	4	1	0	1
1	.	0	3.8	3.7	0	0	3
0	.	0	4.1	3.8	0	1	3
0	.	0	3.9	4.8	0	1	4
0	.	0	3.5	4.5	0	0	3
0	.	0	3.9	3.4	0	1	3
1	.	0	4.6	3.9	0	0	2
0	.	1	4.2	5	1	0	3
0	.	0	5.1	3.9	0	1	1
0	.	0	3.7	4.6	0	1	1
1	3.96	0	4.4	2.1	0	0	1
0	.	1	4.2	3.4	0	1	2
0	.	1	4.6	4.7	1	0	3
0	.	0	4.4	4	0	0	1
1	.	0	4.6	2.1	0	0	1
0	.	0	3.6	5	0	1	3
0	.	0	4.5	4.4	1	0	2
0	3.52	0	4.1	3.6	0	0	2
1	.	0	4.5	3.4	0	0	1
1	4.7	0	4.4	2.5	0	0	1
0	2.86	0	3.9	6.3	0	0	4
0	.	1	4.1	5	1	0	3
1	3.82	0	3.3	2.8	0	0	3
0	3.3	0	3.8	3.3	1	0	1
1	3.84	0	4.7	2.9	0	0	1
0	.	1	4.7	3.5	0	1	1
1	3.94	0	4.2	3.2	0	0	1
0	3.55	1	3.7	4.5	1	0	4
0	3.14	0	4.1	2.6	1	0	2
1	3.1	0	4.5	3.8	0	0	3
0	3.37	1	3.9	4.5	1	0	4
0	3.76	0	3.9	4	0	1	3
0	2.35	1	4.6	2.3	1	0	1
0	3.89	0	3.5	5.5	0	1	2
0	3.18	0	4.6	2	0	0	1
0	.	0	4.3	3.6	1	0	2
0	3.6	0	4.7	6.2	1	0	1
0	3.24	1	4.6	1.7	1	0	1
1	3.25	0	3.5	5.6	0	0	3
1	3.29	1	3	5.1	0	0	2
0	2.79	0	3.4	6.3	0	1	3
1	.	0	3.8	2	0	0	1
0	3.02	1	4.5	3.6	1	0	1
0	.	0	4.3	4.3	0	0	3
1	3.04	0	4.3	2.9	0	0	1
0	.	1	4.5	2.3	1	0	4
0	2.72	1	4.5	5.1	1	0	3
0	.	0	3.4	3	1	0	3
1	3.9	0	4.6	2.2	0	0	1
0	3.4	0	3.4	4.4	0	1	4
0	2.69	0	3.9	5.3	0	1	4
0	3	1	4.7	3.8	0	1	2
0	2.91	1	4	5.2	1	0	2
0	2.7	0	4.1	3.6	1	0	3
1	3.02	0	4.6	4.4	0	0	4
0	2.8	0	3.3	3.8	0	1	3
0	2.84	0	4.1	4	1	0	1
0	2.55	1	3.7	4.3	1	0	4
0	.	1	3.7	3.7	0	1	3
0	3.58	0	3.4	5.3	0	1	3
0	2.17	1	4.4	5.5	1	0	3
0	3.4	0	3.4	4.2	0	1	2
0	.	1	3.8	4.8	1	0	3
0	.	0	4.1	3.9	0	0	1
0	3.02	0	3.9	5.8	1	0	2
.	.	0	3.9	5	.	.	4
0	2.6	1	4.2	2.8	0	1	3
0	.	0	4.3	2.5	0	1	1
0	3.88	0	4	3.3	0	1	2
0	.	0	4	3.1	0	0	2
0	.	0	3.4	4.6	1	0	3
0	.	0	3	4.6	0	1	2
1	3.52	0	4.2	4.7	0	0	3
0	.	0	4.2	3.6	0	1	2
0	2.71	0	3.7	4.4	1	0	3
0	.	0	3.8	3.4	1	0	3
0	1.82	1	4.4	3	1	0	3
0	2.51	1	3.4	5.3	0	0	2
1	.	0	4.5	4.9	0	0	3
1	3.3	0	3.8	3.7	0	0	2
1	2.99	1	3.7	4.3	0	0	2
0	3.34	0	3.6	3	0	1	2
0	.	1	5.2	4.2	0	1	2
0	3.21	0	3.6	6.3	1	0	1
1	3.3	1	4.2	3.6	0	0	1
1	3.44	0	4.5	2.7	0	0	3
0	.	0	4.2	3.5	0	1	1
0	.	0	3.4	4.3	0	1	3
1	3.88	0	4.2	4.8	0	0	2
0	.	0	3.7	3.6	0	1	1
0	3.13	1	4.7	2.6	1	0	1
0	3.75	1	4.3	4.5	0	1	1
0	2.57	0	4.7	2.8	0	1	2
0	3.85	0	3.9	4.1	0	1	1
0	3.49	1	4.2	5.9	1	0	2
0	3.5	0	4.2	4.6	0	1	2
1	3.5	0	4.5	2.3	0	0	1
0	3.25	0	4.7	2.5	1	0	1
0	.	0	3.1	4.2	0	1	3
1	0	0	3.5	5.7	0	0	4
0	3.78	0	3.4	5.5	0	1	3
